Num;code;Replace;sym
1234;📈;emojchartincreasing;1
1235;📉;emojchartdecreasing;1
1236;📊;emojbarchart;1
1237;📋;emojclipboard;1
1238;📌;emojpushpin;1
1239;📍;emojroundpushpin;1
1240;📎;emojpaperclip;1
1241;🖇;emojlinkedpaperclips;1
1242;📏;emojstraightruler;1
1243;📐;emojtriangularruler;1
1244;✂;emojscissors;1
1245;🗃;emojcardfilebox;1
1246;🗄;emojfilecabinet;1
1247;🗑;emojwastebasket;1
1248;🔒;emojlocked;1
1249;🔓;emojunlocked;1
1250;🔏;emojlockedwithpen;1
1251;🔐;emojlockedwithkey;1
1252;🔑;emojkey;1
1253;🗝;emojoldkey;1
1254;🔨;emojhammer;1
1255;🪓;emojaxe;1
1256;⛏;emojpick;1
1257;⚒;emojhammerandpick;1
1258;🛠;emojhammerandwrench;1
1259;🗡;emojdagger;1
1260;⚔;emojcrossedswords;1
1261;🔫;emojpistol;1
1262;🪃;emojboomerang;1
1263;🏹;emojbowandarrow;1
1264;🛡;emojshield;1
1265;🪚;emojcarpentrysaw;1
1266;🔧;emojwrench;1
1267;🪛;emojscrewdriver;1
1268;🔩;emojnutandbolt;1
1269;⚙;emojgear;1
1270;🗜;emojclamp;1
1271;⚖;emojbalancescale;1
1272;🦯;emojwhitecane;1
1273;🔗;emojlink;1
1274;⛓;emojchains;1
1275;🪝;emojhook;1
1276;🧰;emojtoolbox;1
1277;🧲;emojmagnet;1
1278;🪜;emojladder;1
1279;⚗;emojalembic;1
1280;🧪;emojtesttube;1
1281;🧫;emojpetridish;1
1282;🧬;emojdna;1
1283;🔬;emojmicroscope;1
1284;🔭;emojtelescope;1
1285;📡;emojsatelliteantenna;1
1286;💉;emojsyringe;1
1287;🩸;emojdropofblood;1
1288;💊;emojpill;1
1289;🩹;emojadhesivebandage;1
1290;🩺;emojstethoscope;1
1291;🚪;emojdoor;1
1292;🛗;emojelevator;1
1293;🪞;emojmirror;1
1294;🪟;emojwindow;1
1295;🛏;emojbed;1
1296;🛋;emojcouchandlamp;1
1297;🪑;emojchair;1
1298;🚽;emojtoilet;1
1299;🪠;emojplunger;1
1300;🚿;emojshower;1
1301;🛁;emojbathtub;1
1302;🪤;emojmousetrap;1
1303;🪒;emojrazor;1
1304;🧴;emojlotionbottle;1
1305;🧷;emojsafetypin;1
1306;🧹;emojbroom;1
1307;🧺;emojbasket;1
1308;🧻;emojrollofpaper;1
1309;🪣;emojbucket;1
1310;🧼;emojsoap;1
1311;🪥;emojtoothbrush;1
1312;🧽;emojsponge;1
1313;🧯;emojfireextinguisher;1
1314;🛒;emojshoppingcart;1
1315;🚬;emojcigarette;1
1316;⚰;emojcoffin;1
1317;🪦;emojheadstone;1
1318;⚱;emojfuneralurn;1
1319;🗿;emojmoai;1
1320;🪧;emojplacard;1
1321;🏧;emojATMsign;1
1322;🚮;emojlitterinbinsign;1
1323;🚰;emojpotablewater;1
1324;♿;emojwheelchairsymbol;1
1325;🚹;emojmensroom;1
1326;🚺;emojwomensroom;1
1327;🚻;emojrestroom;1
1328;🚼;emojbabysymbol;1
1329;🚾;emojwatercloset;1
1330;🛂;emojpassportcontrol;1
1331;🛃;emojcustoms;1
1332;🛄;emojbaggageclaim;1
1333;🛅;emojleftluggage;1
1334;⚠;emojwarning;1
1335;🚸;emojchildrencrossing;1
1336;⛔;emojnoentry;1
1337;🚫;emojprohibited;1
1338;🚳;emojnobicycles;1
1339;🚭;emojnosmoking;1
1340;🚯;emojnolittering;1
1341;🚱;emojnonpotablewater;1
1342;🚷;emojnopedestrians;1
1343;📵;emojnomobilephones;1
1344;🔞;emojnooneundereighteen;1
1345;☢;emojradioactive;1
1346;☣;emojbiohazard;1
1347;⬆;emojuparrow;1
1348;↗;emojuprightarrow;1
1349;➡;emojrightarrow;1
1350;↘;emojdownrightarrow;1
1351;⬇;emojdownarrow;1
1352;↙;emojdownleftarrow;1
1353;⬅;emojleftarrow;1
1354;↖;emojupleftarrow;1
1355;↕;emojupdownarrow;1
1356;↔;emojleftrightarrow;1
1357;↩;emojrightarrowcurvingleft;1
1358;↪;emojleftarrowcurvingright;1
1359;⤴;emojrightarrowcurvingup;1
1360;⤵;emojrightarrowcurvingdown;1
1361;🔃;emojclockwiseverticalarrows;1
1362;🔄;emojcounterclockwisearrowsbutton;1
1363;🔙;emojBACKarrow;1
1364;🔚;emojENDarrow;1
1365;🔛;emojONarrow;1
1366;🔜;emojSOONarrow;1
1367;🔝;emojTOParrow;1
1368;🛐;emojplaceofworship;1
1369;⚛;emojatomsymbol;1
1370;🕉;emojom;1
1371;✡;emojstarofDavid;1
1372;☸;emojwheelofdharma;1
1373;☯;emojyinyang;1
1374;✝;emojlatincross;1
1375;☦;emojorthodoxcross;1
1376;☪;emojstarandcrescent;1
1377;☮;emojpeacesymbol;1
1378;🕎;emojmenorah;1
1379;🔯;emojdottedsixpointedstar;1
1380;♈;emojAries;1
1381;♉;emojTaurus;1
1382;♊;emojGemini;1
1383;♋;emojCancer;1
1384;♌;emojLeo;1
1385;♍;emojVirgo;1
1386;♎;emojLibra;1
1387;♏;emojScorpio;1
1388;♐;emojSagittarius;1
1389;♑;emojCapricorn;1
1390;♒;emojAquarius;1
1391;♓;emojPisces;1
1392;⛎;emojOphiuchus;1
1393;🔀;emojshuffletracksbutton;1
1394;🔁;emojrepeatbutton;1
1395;🔂;emojrepeatsinglebutton;1
1396;▶;emojplaybutton;1
1397;⏩;emojfastforwardbutton;1
1398;⏭;emojnexttrackbutton;1
1399;⏯;emojplayorpausebutton;1
1400;◀;emojreversebutton;1
1401;⏪;emojfastreversebutton;1
1402;⏮;emojlasttrackbutton;1
1403;🔼;emojupwardsbutton;1
1404;⏫;emojfastupbutton;1
1405;🔽;emojdownwardsbutton;1
1406;⏬;emojfastdownbutton;1
1407;⏸;emojpausebutton;1
1408;⏹;emojstopbutton;1
1409;⏺;emojrecordbutton;1
1410;⏏;emojejectbutton;1
1411;🎦;emojcinema;1
1412;🔅;emojdimbutton;1
1413;🔆;emojbrightbutton;1
1414;📶;emojantennabars;1
1415;📳;emojvibrationmode;1
1416;📴;emojmobilephoneoff;1
1417;♀;emojfemalesign;1
1418;♂;emojmalesign;1
1419;⚧;emojtransgendersymbol;1
1420;✖;emojmultiply;1
1421;➕;emojplus;1
1422;➖;emojminus;1
1423;➗;emojdivide;1
1424;♾;emojinfinity;1
1425;‼;emojdoubleexclamationmark;1
1426;⁉;emojexclamationquestionmark;1
1427;❓;emojquestionmark;1
1428;❔;emojwhitequestionmark;1
1429;❕;emojwhiteexclamationmark;1
1430;❗;emojexclamationmark;1
1431;〰;emojwavydash;1
1432;💱;emojcurrencyexchange;1
1433;💲;emojheavydollarsign;1
1434;⚕;emojmedicalsymbol;1
1435;♻;emojrecyclingsymbol;1
1436;⚜;emojfleurdelis;1
1437;🔱;emojtridentemblem;1
1438;📛;emojnamebadge;1
1439;🔰;emojJapanesesymbolforbeginner;1
1440;⭕;emojhollowredcircle;1
1441;✅;emojcheckmarkbutton;1
1442;☑;emojcheckboxwithcheck;1
1443;✔;emojcheckmark;1
1444;❌;emojcrossmark;1
1445;❎;emojcrossmarkbutton;1
1446;➰;emojcurlyloop;1
1447;➿;emojdoublecurlyloop;1
1448;〽;emojpartalternationmark;1
1449;✳;emojeightspokedasterisk;1
1450;✴;emojeightpointedstar;1
1451;❇;emojsparkle;1
1452;©;emojcopyright;1
1453;®;emojregistered;1
1454;™;emojtrademark;1
1467;🔟;emojKey10;1
1468;🔠;emojinputlatinuppercase;1
1469;🔡;emojinputlatinlowercase;1
1470;🔢;emojinputnumbers;1
1471;🔣;emojinputsymbols;1
1472;🔤;emojinputlatinletters;1
1473;🅰;emojAbuttonBlood;1
1474;🆎;emojABbuttonBlood;1
1475;🅱;emojBbuttonBlood;1
1476;🆑;emojCLbutton;1
1477;🆒;emojCOOLbutton;1
1478;🆓;emojFREEbutton;1
1479;ℹ;emojinformation;1
1480;🆔;emojIDbutton;1
1481;Ⓜ;emojcircledM;1
1482;🆕;emojNEWbutton;1
1483;🆖;emojNGbutton;1
1484;🅾;emojObuttonBlood;1
1485;🆗;emojOKbutton;1
1486;🅿;emojPbutton;1
1487;🆘;emojSOSbutton;1
1488;🆙;emojUPbutton;1
1489;🆚;emojVSbutton;1
1490;🈁;emojJapaneseherebutton;1
1491;🈂;emojJapaneseservicechargebutton;1
1492;🈷;emojJapanesemonthlyamountbutton;1
1493;🈶;emojJapanesenotfreeofchargebutton;1
1494;🈯;emojJapanesereservedbutton;1
1495;🉐;emojJapanesebargainbutton;1
1496;🈹;emojJapanesediscountbutton;1
1497;🈚;emojJapanesefreeofchargebutton;1
1498;🈲;emojJapaneseprohibitedbutton;1
1499;🉑;emojJapaneseacceptablebutton;1
1500;🈸;emojJapaneseapplicationbutton;1
1501;🈴;emojJapanesepassinggradebutton;1
1502;🈳;emojJapanesevacancybutton;1
1503;㊗;emojJapanesecongratulationsbutton;1
1504;㊙;emojJapanesesecretbutton;1
1505;🈺;emojJapaneseopenforbusinessbutton;1
1506;🈵;emojJapanesenovacancybutton;1
1507;🔴;emojredcircle;1
1508;🟠;emojorangecircle;1
1509;🟡;emojyellowcircle;1
1510;🟢;emojgreencircle;1
1511;🔵;emojbluecircle;1
1512;🟣;emojpurplecircle;1
1513;🟤;emojbrowncircle;1
1514;⚫;emojblackcircle;1
1515;⚪;emojwhitecircle;1
1516;🟥;emojredsquare;1
1517;🟧;emojorangesquare;1
1518;🟨;emojyellowsquare;1
1519;🟩;emojgreensquare;1
1520;🟦;emojbluesquare;1
1521;🟪;emojpurplesquare;1
1522;🟫;emojbrownsquare;1
1523;⬛;emojblacklargesquare;1
1524;⬜;emojwhitelargesquare;1
1525;◼;emojblackmediumsquare;1
1526;◻;emojwhitemediumsquare;1
1527;◾;emojblackmediumsmallsquare;1
1528;◽;emojwhitemediumsmallsquare;1
1529;▪;emojblacksmallsquare;1
1530;▫;emojwhitesmallsquare;1
1531;🔶;emojlargeorangediamond;1
1532;🔷;emojlargebluediamond;1
1533;🔸;emojsmallorangediamond;1
1534;🔹;emojsmallbluediamond;1
1535;🔺;emojredtrianglepointedup;1
1536;🔻;emojredtrianglepointeddown;1
1537;💠;emojdiamondwithadot;1
1538;🔘;emojradiobutton;1
1539;🔳;emojwhitesquarebutton;1
1540;🔲;emojblacksquarebutton;1
1541;🏁;emojchequeredflag;1
1542;🚩;emojtriangularflag;1
1543;🎌;emojcrossedflags;1
1544;🏴;emojblackflag;1
1545;🏳;emojwhiteflag;1
