Num;code;Replace;sym
158;🤌;emojpinchedfingers;1
159;🤏;emojpinchinghand;1
160;✌;emojvictoryhand;1
161;🤞;emojcrossedfingers;1
162;🤟;emojloveyougesture;1
163;🤘;emojsignofthehorns;1
164;🤙;emojcallmehand;1
165;👈;emojbackhandindexpointingleft;1
166;👉;emojbackhandindexpointingright;1
167;👆;emojbackhandindexpointingup;1
168;🖕;emojmiddlefinger;1
169;👇;emojbackhandindexpointingdown;1
170;☝;emojindexpointingup;1
171;👍;emojthumbsup;1
172;👎;emojthumbsdown;1
173;✊;emojraisedfist;1
174;👊;emojoncomingfist;1
175;🤛;emojleftfacingfist;1
176;🤜;emojrightfacingfist;1
177;👏;emojclappinghands;1
178;🙌;emojraisinghands;1
179;👐;emojopenhands;1
180;🤲;emojpalmsuptogether;1
181;🤝;emojhandshake;1
182;🙏;emojfoldedhands;1
183;✍;emojwritinghand;1
184;💅;emojnailpolish;1
185;🤳;emojselfie;1
186;💪;emojflexedbiceps;1
187;🦾;emojmechanicalarm;1
188;🦿;emojmechanicalleg;1
189;🦵;emojleg;1
190;🦶;emojfoot;1
191;👂;emojear;1
192;🦻;emojearwithhearingaid;1
193;👃;emojnose;1
194;🧠;emojbrain;1
195;🫀;emojanatomicalheart;1
196;🫁;emojlungs;1
197;🦷;emojtooth;1
198;🦴;emojbone;1
199;👀;emojeyes;1
200;👁;emojeye;1
201;👅;emojtongue;1
202;👄;emojmouth;1
203;👶;emojbaby;1
204;🧒;emojchild;1
205;👦;emojboy;1
206;👧;emojgirl;1
207;🧑;emojperson;1
208;👱;emojpersonblondhair;1
209;👨;emojman;1
210;🧔;emojmanbeard;1
215;👩;emojwoman;1
226;🧓;emojolderperson;1
227;👴;emojoldman;1
228;👵;emojoldwoman;1
229;🙍;emojpersonfrowning;1
232;🙎;emojpersonpouting;1
235;🙅;emojpersongesturingNO;1
238;🙆;emojpersongesturingOK;1
241;💁;emojpersontippinghand;1
244;🙋;emojpersonraisinghand;1
247;🧏;emojdeafperson;1
250;🙇;emojpersonbowing;1
253;🤦;emojpersonfacepalming;1
256;🤷;emojpersonshrugging;1
307;👮;emojpoliceofficer;1
310;🕵;emojdetective;1
313;💂;emojguard;1
316;🥷;emojninja;1
317;👷;emojconstructionworker;1
320;🤴;emojprince;1
321;👸;emojprincess;1
322;👳;emojpersonwearingturban;1
325;👲;emojpersonwithskullcap;1
326;🧕;emojwomanwithheadscarf;1
327;🤵;emojpersonintuxedo;1
330;👰;emojpersonwithveil;1
333;🤰;emojpregnantwoman;1
334;🤱;emojbreastfeeding;1
338;👼;emojbabyangel;1
339;🎅;emojSantaClaus;1
340;🤶;emojMrsClaus;1
342;🦸;emojsuperhero;1
345;🦹;emojsupervillain;1
348;🧙;emojmage;1
351;🧚;emojfairy;1
354;🧛;emojvampire;1
357;🧜;emojmerperson;1
360;🧝;emojelf;1
363;🧞;emojgenie;1
366;🧟;emojzombie;1
369;💆;emojpersongettingmassage;1
372;💇;emojpersongettinghaircut;1
375;🚶;emojpersonwalking;1
378;🧍;emojpersonstanding;1
381;🧎;emojpersonkneeling;1
393;🏃;emojpersonrunning;1
396;💃;emojwomandancing;1
397;🕺;emojmandancing;1
398;🕴;emojpersoninsuitlevitating;1
399;👯;emojpeoplewithbunnyears;1
402;🧖;emojpersoninsteamyroom;1
405;🧗;emojpersonclimbing;1
408;🤺;emojpersonfencing;1
409;🏇;emojhorseracing;1
410;⛷;emojskier;1
411;🏂;emojsnowboarder;1
412;🏌;emojpersongolfing;1
415;🏄;emojpersonsurfing;1
418;🚣;emojpersonrowingboat;1
421;🏊;emojpersonswimming;1
424;⛹;emojpersonbouncingball;1
427;🏋;emojpersonliftingweights;1
430;🚴;emojpersonbiking;1
433;🚵;emojpersonmountainbiking;1
436;🤸;emojpersoncartwheeling;1
439;🤼;emojpeoplewrestling;1
442;🤽;emojpersonplayingwaterpolo;1
445;🤾;emojpersonplayinghandball;1
448;🤹;emojpersonjuggling;1
451;🧘;emojpersoninlotusposition;1
454;🛀;emojpersontakingbath;1
455;🛌;emojpersoninbed;1
457;👭;emojwomenholdinghands;1
458;👫;emojwomanandmanholdinghands;1
459;👬;emojmenholdinghands;1
460;💏;emojkiss;1
464;💑;emojcouplewithheart;1
468;👪;emojfamily;1
494;🗣;emojspeakinghead;1
495;👤;emojbustinsilhouette;1
496;👥;emojbustsinsilhouette;1
497;🫂;emojpeoplehugging;1
498;👣;emojfootprints;1
499;🦰;emojredhair;1
500;🦱;emojcurlyhair;1
501;🦳;emojwhitehair;1
502;🦲;emojbald;1
503;🐵;emojmonkeyface;1
504;🐒;emojmonkey;1
505;🦍;emojgorilla;1
506;🦧;emojorangutan;1
507;🐶;emojdogface;1
508;🐕;emojdog;1
509;🦮;emojguidedog;1
511;🐩;emojpoodle;1
512;🐺;emojwolf;1
513;🦊;emojfox;1
514;🦝;emojraccoon;1
515;🐱;emojcatface;1
516;🐈;emojcat;1
518;🦁;emojlion;1
519;🐯;emojtigerface;1
520;🐅;emojtiger;1
521;🐆;emojleopard;1
522;🐴;emojhorseface;1
523;🐎;emojhorse;1
524;🦄;emojunicorn;1
525;🦓;emojzebra;1
526;🦌;emojdeer;1
527;🦬;emojbison;1
528;🐮;emojcowface;1
529;🐂;emojox;1
530;🐃;emojwaterbuffalo;1
531;🐄;emojcow;1
532;🐷;emojpigface;1
533;🐖;emojpig;1
534;🐗;emojboar;1
535;🐽;emojpignose;1
536;🐏;emojram;1
537;🐑;emojewe;1
538;🐐;emojgoat;1
539;🐪;emojcamel;1
540;🐫;emojtwohumpcamel;1
541;🦙;emojllama;1
542;🦒;emojgiraffe;1
543;🐘;emojelephant;1
544;🦣;emojmammoth;1
545;🦏;emojrhinoceros;1
546;🦛;emojhippopotamus;1
547;🐭;emojmouseface;1
548;🐁;emojmouse;1
549;🐀;emojrat;1
550;🐹;emojhamster;1
551;🐰;emojrabbitface;1
552;🐇;emojrabbit;1
553;🐿;emojchipmunk;1
554;🦫;emojbeaver;1
555;🦔;emojhedgehog;1
556;🦇;emojbat;1
557;🐻;emojbear;1
559;🐨;emojkoala;1
560;🐼;emojpanda;1
561;🦥;emojsloth;1
562;🦦;emojotter;1
563;🦨;emojskunk;1
564;🦘;emojkangaroo;1
565;🦡;emojbadger;1
566;🐾;emojpawprints;1
567;🦃;emojturkey;1
568;🐔;emojchicken;1
569;🐓;emojrooster;1
570;🐣;emojhatchingchick;1
571;🐤;emojbabychick;1
572;🐥;emojfrontfacingbabychick;1
573;🐦;emojbird;1
574;🐧;emojpenguin;1
575;🕊;emojdove;1
576;🦅;emojeagle;1
577;🦆;emojduck;1
578;🦢;emojswan;1
579;🦉;emojowl;1
580;🦤;emojdodo;1
581;🪶;emojfeather;1
582;🦩;emojflamingo;1
583;🦚;emojpeacock;1
584;🦜;emojparrot;1
585;🐸;emojfrog;1
586;🐊;emojcrocodile;1
587;🐢;emojturtle;1
588;🦎;emojlizard;1
589;🐍;emojsnake;1
590;🐲;emojdragonface;1
591;🐉;emojdragon;1
592;🦕;emojsauropod;1
593;🦖;emojTRex;1
594;🐳;emojspoutingwhale;1
595;🐋;emojwhale;1
596;🐬;emojdolphin;1
597;🦭;emojseal;1
598;🐟;emojfish;1
599;🐠;emojtropicalfish;1
600;🐡;emojblowfish;1
601;🦈;emojshark;1
602;🐙;emojoctopus;1
603;🐚;emojspiralshell;1
604;🐌;emojsnail;1
605;🦋;emojbutterfly;1
606;🐛;emojbug;1
607;🐜;emojant;1
608;🐝;emojhoneybee;1
609;🪲;emojbeetle;1
610;🐞;emojladybeetle;1
611;🦗;emojcricket;1
612;🪳;emojcockroach;1
613;🕷;emojspider;1
614;🕸;emojspiderweb;1
615;🦂;emojscorpion;1
616;🦟;emojmosquito;1
617;🪰;emojfly;1
618;🪱;emojworm;1
619;🦠;emojmicrobe;1
620;💐;emojbouquet;1
621;🌸;emojcherryblossom;1
622;💮;emojwhiteflower;1
623;🏵;emojrosette;1
624;🌹;emojrose;1
625;🥀;emojwiltedflower;1
626;🌺;emojhibiscus;1
627;🌻;emojsunflower;1
628;🌼;emojblossom;1
629;🌷;emojtulip;1
630;🌱;emojseedling;1
631;🪴;emojpottedplant;1
632;🌲;emojevergreentree;1
633;🌳;emojdeciduoustree;1
634;🌴;emojpalmtree;1
635;🌵;emojcactus;1
636;🌾;emojsheafofrice;1
637;🌿;emojherb;1
638;☘;emojshamrock;1
639;🍀;emojfourleafclover;1
640;🍁;emojmapleleaf;1
641;🍂;emojfallenleaf;1
642;🍃;emojleafflutteringinwind;1
643;🍇;emojgrapes;1
644;🍈;emojmelon;1
645;🍉;emojwatermelon;1
646;🍊;emojtangerine;1
647;🍋;emojlemon;1
648;🍌;emojbanana;1
649;🍍;emojpineapple;1
650;🥭;emojmango;1
651;🍎;emojredapple;1
652;🍏;emojgreenapple;1
653;🍐;emojpear;1
654;🍑;emojpeach;1
655;🍒;emojcherries;1
656;🍓;emojstrawberry;1
657;🫐;emojblueberries;1
658;🥝;emojkiwifruit;1
659;🍅;emojtomato;1
660;🫒;emojolive;1
661;🥥;emojcoconut;1
662;🥑;emojavocado;1
663;🍆;emojeggplant;1
664;🥔;emojpotato;1
665;🥕;emojcarrot;1
666;🌽;emojearofcorn;1
667;🌶;emojhotpepper;1
668;🫑;emojbellpepper;1
669;🥒;emojcucumber;1
670;🥬;emojleafygreen;1
671;🥦;emojbroccoli;1
672;🧄;emojgarlic;1
673;🧅;emojonion;1
674;🍄;emojmushroom;1
675;🥜;emojpeanuts;1
676;🌰;emojchestnut;1
677;🍞;emojbread;1
678;🥐;emojcroissant;1
679;🥖;emojbaguettebread;1
680;🫓;emojflatbread;1
681;🥨;emojpretzel;1
682;🥯;emojbagel;1
683;🥞;emojpancakes;1
684;🧇;emojwaffle;1
685;🧀;emojcheesewedge;1
686;🍖;emojmeatonbone;1
687;🍗;emojpoultryleg;1
688;🥩;emojcutofmeat;1
689;🥓;emojbacon;1
690;🍔;emojhamburger;1
691;🍟;emojfrenchfries;1
692;🍕;emojpizza;1
693;🌭;emojhotdog;1
694;🥪;emojsandwich;1
695;🌮;emojtaco;1
696;🌯;emojburrito;1
697;🫔;emojtamale;1
698;🥙;emojstuffedflatbread;1
699;🧆;emojfalafel;1
700;🥚;emojegg;1
701;🍳;emojcooking;1
702;🥘;emojshallowpanoffood;1
703;🍲;emojpotoffood;1
704;🫕;emojfondue;1
705;🥣;emojbowlwithspoon;1
706;🥗;emojgreensalad;1
707;🍿;emojpopcorn;1
708;🧈;emojbutter;1
709;🧂;emojsalt;1
710;🥫;emojcannedfood;1
711;🍱;emojbentobox;1
712;🍘;emojricecracker;1
713;🍙;emojriceball;1
714;🍚;emojcookedrice;1
715;🍛;emojcurryrice;1
716;🍜;emojsteamingbowl;1
717;🍝;emojspaghetti;1
718;🍠;emojroastedsweetpotato;1
719;🍢;emojoden;1
720;🍣;emojsushi;1
721;🍤;emojfriedshrimp;1
722;🍥;emojfishcakewithswirl;1
723;🥮;emojmooncake;1
724;🍡;emojdango;1
725;🥟;emojdumpling;1
726;🥠;emojfortunecookie;1
727;🥡;emojtakeoutbox;1
728;🦀;emojcrab;1
729;🦞;emojlobster;1
730;🦐;emojshrimp;1
731;🦑;emojsquid;1
732;🦪;emojoyster;1
733;🍦;emojsofticecream;1
734;🍧;emojshavedice;1
735;🍨;emojicecream;1
736;🍩;emojdoughnut;1
737;🍪;emojcookie;1
738;🎂;emojbirthdaycake;1
739;🍰;emojshortcake;1
740;🧁;emojcupcake;1
741;🥧;emojpie;1
742;🍫;emojchocolatebar;1
743;🍬;emojcandy;1
744;🍭;emojlollipop;1
745;🍮;emojcustard;1
746;🍯;emojhoneypot;1
747;🍼;emojbabybottle;1
748;🥛;emojglassofmilk;1
749;☕;emojhotbeverage;1
750;🫖;emojteapot;1
751;🍵;emojteacupwithouthandle;1
752;🍶;emojsake;1
753;🍾;emojbottlewithpoppingcork;1
754;🍷;emojwineglass;1
755;🍸;emojcocktailglass;1
756;🍹;emojtropicaldrink;1
757;🍺;emojbeermug;1
758;🍻;emojclinkingbeermugs;1
759;🥂;emojclinkingglasses;1
760;🥃;emojtumblerglass;1
761;🥤;emojcupwithstraw;1
762;🧋;emojbubbletea;1
763;🧃;emojbeveragebox;1
764;🧉;emojmate;1
765;🧊;emojice;1
766;🥢;emojchopsticks;1
767;🍽;emojforkandknifewithplate;1
768;🍴;emojforkandknife;1
769;🥄;emojspoon;1
770;🔪;emojkitchenknife;1
771;🏺;emojamphora;1
772;🌍;emojglobeshowingEuropeAfrica;1
773;🌎;emojglobeshowingAmericas;1
774;🌏;emojglobeshowingAsiaAustralia;1
775;🌐;emojglobewithmeridians;1
776;🗺;emojworldmap;1
777;🗾;emojmapofJapan;1
778;🧭;emojcompass;1
779;🏔;emojsnowcappedmountain;1
780;⛰;emojmountain;1
781;🌋;emojvolcano;1
782;🗻;emojmountfuji;1
783;🏕;emojcamping;1
784;🏖;emojbeachwithumbrella;1
785;🏜;emojdesert;1
786;🏝;emojdesertisland;1
787;🏞;emojnationalpark;1
788;🏟;emojstadium;1
789;🏛;emojclassicalbuilding;1
790;🏗;emojbuildingconstruction;1
791;🧱;emojbrick;1
792;🪨;emojrock;1
793;🪵;emojwood;1
794;🛖;emojhut;1
795;🏘;emojhouses;1
796;🏚;emojderelicthouse;1
797;🏠;emojhouse;1
798;🏡;emojhousewithgarden;1
799;🏢;emojofficebuilding;1
800;🏣;emojJapanesepostoffice;1
801;🏤;emojpostoffice;1
802;🏥;emojhospital;1
803;🏦;emojbank;1
804;🏨;emojhotel;1
805;🏩;emojlovehotel;1
806;🏪;emojconveniencestore;1
807;🏫;emojschool;1
808;🏬;emojdepartmentstore;1
809;🏭;emojfactory;1
810;🏯;emojJapanesecastle;1
811;🏰;emojcastle;1
812;💒;emojwedding;1
813;🗼;emojTokyotower;1
814;🗽;emojStatueofLiberty;1
815;⛪;emojchurch;1
816;🕌;emojmosque;1
817;🛕;emojhindutemple;1
818;🕍;emojsynagogue;1
819;⛩;emojshintoshrine;1
820;🕋;emojkaaba;1
821;⛲;emojfountain;1
822;⛺;emojtent;1
823;🌁;emojfoggy;1
824;🌃;emojnightwithstars;1
825;🏙;emojcityscape;1
826;🌄;emojsunriseovermountains;1
827;🌅;emojsunrise;1
828;🌆;emojcityscapeatdusk;1
829;🌇;emojsunset;1
830;🌉;emojbridgeatnight;1
831;♨;emojhotsprings;1
832;🎠;emojcarouselhorse;1
833;🎡;emojferriswheel;1
834;🎢;emojrollercoaster;1
835;💈;emojbarberpole;1
836;🎪;emojcircustent;1
837;🚂;emojlocomotive;1
838;🚃;emojrailwaycar;1
839;🚄;emojhighspeedtrain;1
840;🚅;emojbullettrain;1
841;🚆;emojtrain;1
842;🚇;emojmetro;1
843;🚈;emojlightrail;1
844;🚉;emojstation;1
845;🚊;emojtram;1
846;🚝;emojmonorail;1
847;🚞;emojmountainrailway;1
848;🚋;emojtramcar;1
849;🚌;emojbus;1
850;🚍;emojoncomingbus;1
851;🚎;emojtrolleybus;1
852;🚐;emojminibus;1
853;🚑;emojambulance;1
854;🚒;emojfireengine;1
855;🚓;emojpolicecar;1
856;🚔;emojoncomingpolicecar;1
857;🚕;emojtaxi;1
858;🚖;emojoncomingtaxi;1
859;🚗;emojautomobile;1
860;🚘;emojoncomingautomobile;1
861;🚙;emojsportutilityvehicle;1
862;🛻;emojpickuptruck;1
863;🚚;emojdeliverytruck;1
864;🚛;emojarticulatedlorry;1
865;🚜;emojtractor;1
866;🏎;emojracingcar;1
867;🏍;emojmotorcycle;1
868;🛵;emojmotorscooter;1
869;🦽;emojmanualwheelchair;1
870;🦼;emojmotorizedwheelchair;1
871;🛺;emojautorickshaw;1
872;🚲;emojbicycle;1
873;🛴;emojkickscooter;1
874;🛹;emojskateboard;1
875;🛼;emojrollerskate;1
876;🚏;emojbusstop;1
877;🛣;emojmotorway;1
878;🛤;emojrailwaytrack;1
879;🛢;emojoildrum;1
880;⛽;emojfuelpump;1
881;🚨;emojpolicecarlight;1
882;🚥;emojhorizontaltrafficlight;1
883;🚦;emojverticaltrafficlight;1
884;🛑;emojstopsign;1
885;🚧;emojconstruction;1
886;⚓;emojanchor;1
887;⛵;emojsailboat;1
888;🛶;emojcanoe;1
889;🚤;emojspeedboat;1
890;🛳;emojpassengership;1
891;⛴;emojferry;1
892;🛥;emojmotorboat;1
893;🚢;emojship;1
894;✈;emojairplane;1
895;🛩;emojsmallairplane;1
896;🛫;emojairplanedeparture;1
897;🛬;emojairplanearrival;1
898;🪂;emojparachute;1
899;💺;emojseat;1
900;🚁;emojhelicopter;1
901;🚟;emojsuspensionrailway;1
902;🚠;emojmountaincableway;1
903;🚡;emojaerialtramway;1
904;🛰;emojsatellite;1
905;🚀;emojrocket;1
906;🛸;emojflyingsaucer;1
907;🛎;emojbellhopbell;1
908;🧳;emojluggage;1
909;⌛;emojhourglassdone;1
910;⏳;emojhourglassnotdone;1
911;⌚;emojwatch;1
912;⏰;emojalarmclock;1
913;⏱;emojstopwatch;1
914;⏲;emojtimerclock;1
915;🕰;emojmantelpiececlock;1
916;🕛;emojtwelveoclock;1
917;🕧;emojtwelvethirty;1
918;🕐;emojoneoclock;1
919;🕜;emojonethirty;1
920;🕑;emojtwooclock;1
921;🕝;emojtwothirty;1
922;🕒;emojthreeoclock;1
923;🕞;emojthreethirty;1
924;🕓;emojfouroclock;1
925;🕟;emojfourthirty;1
926;🕔;emojfiveoclock;1
927;🕠;emojfivethirty;1
928;🕕;emojsixoclock;1
929;🕡;emojsixthirty;1
930;🕖;emojsevenoclock;1
931;🕢;emojseventhirty;1
932;🕗;emojeightoclock;1
933;🕣;emojeightthirty;1
934;🕘;emojnineoclock;1
935;🕤;emojninethirty;1
936;🕙;emojtenoclock;1
937;🕥;emojtenthirty;1
938;🕚;emojelevenoclock;1
939;🕦;emojeleventhirty;1
940;🌑;emojnewmoon;1
941;🌒;emojwaxingcrescentmoon;1
942;🌓;emojfirstquartermoon;1
943;🌔;emojwaxinggibbousmoon;1
944;🌕;emojfullmoon;1
945;🌖;emojwaninggibbousmoon;1
946;🌗;emojlastquartermoon;1
947;🌘;emojwaningcrescentmoon;1
948;🌙;emojcrescentmoon;1
949;🌚;emojnewmoonface;1
950;🌛;emojfirstquartermoonface;1
951;🌜;emojlastquartermoonface;1
952;🌡;emojthermometer;1
953;☀;emojsun;1
954;🌝;emojfullmoonface;1
955;🌞;emojsunwithface;1
956;🪐;emojringedplanet;1
957;⭐;emojstar;1
958;🌟;emojglowingstar;1
959;🌠;emojshootingstar;1
960;🌌;emojmilkyway;1
961;☁;emojcloud;1
962;⛅;emojsunbehindcloud;1
963;⛈;emojcloudwithlightningandrain;1
964;🌤;emojsunbehindsmallcloud;1
965;🌥;emojsunbehindlargecloud;1
966;🌦;emojsunbehindraincloud;1
967;🌧;emojcloudwithrain;1
968;🌨;emojcloudwithsnow;1
969;🌩;emojcloudwithlightning;1
970;🌪;emojtornado;1
971;🌫;emojfog;1
972;🌬;emojwindface;1
973;🌀;emojcyclone;1
974;🌈;emojrainbow;1
975;🌂;emojclosedumbrella;1
976;☂;emojumbrella;1
977;☔;emojumbrellawithraindrops;1
978;⛱;emojumbrellaonground;1
979;⚡;emojhighvoltage;1
980;❄;emojsnowflake;1
981;☃;emojsnowman;1
982;⛄;emojsnowmanwithoutsnow;1
983;☄;emojcomet;1
984;🔥;emojfire;1
985;💧;emojdroplet;1
986;🌊;emojwaterwave;1
987;🎃;emojjackolantern;1
988;🎄;emojChristmastree;1
989;🎆;emojfireworks;1
990;🎇;emojsparkler;1
991;🧨;emojfirecracker;1
992;✨;emojsparkles;1
993;🎈;emojballoon;1
994;🎉;emojpartypopper;1
995;🎊;emojconfettiball;1
996;🎋;emojtanabatatree;1
997;🎍;emojpinedecoration;1
998;🎎;emojJapanesedolls;1
999;🎏;emojcarpstreamer;1
1000;🎐;emojwindchime;1
1001;🎑;emojmoonviewingceremony;1
1002;🧧;emojredenvelope;1
1003;🎀;emojribbon;1
1004;🎁;emojwrappedgift;1
1005;🎗;emojreminderribbon;1
1006;🎟;emojadmissiontickets;1
1007;🎫;emojticket;1
1008;🎖;emojmilitarymedal;1
1009;🏆;emojtrophy;1
1010;🏅;emojsportsmedal;1
1011;🥇;emoj1stplacemedal;1
1012;🥈;emoj2ndplacemedal;1
1013;🥉;emoj3rdplacemedal;1
1014;⚽;emojsoccerball;1
1015;⚾;emojbaseball;1
1016;🥎;emojsoftball;1
1017;🏀;emojbasketball;1
1018;🏐;emojvolleyball;1
1019;🏈;emojamericanfootball;1
1020;🏉;emojrugbyfootball;1
1021;🎾;emojtennis;1
1022;🥏;emojflyingdisc;1
1023;🎳;emojbowling;1
1024;🏏;emojcricketgame;1
1025;🏑;emojfieldhockey;1
1026;🏒;emojicehockey;1
1027;🥍;emojlacrosse;1
1028;🏓;emojpingpong;1
1029;🏸;emojbadminton;1
1030;🥊;emojboxingglove;1
1031;🥋;emojmartialartsuniform;1
1032;🥅;emojgoalnet;1
1033;⛳;emojflaginhole;1
1034;⛸;emojiceskate;1
1035;🎣;emojfishingpole;1
1036;🤿;emojdivingmask;1
1037;🎽;emojrunningshirt;1
1038;🎿;emojskis;1
1039;🛷;emojsled;1
1040;🥌;emojcurlingstone;1
1041;🎯;emojdirecthit;1
1042;🪀;emojyoyo;1
1043;🪁;emojkite;1
1044;🎱;emojpool8ball;1
1045;🔮;emojcrystalball;1
1046;🪄;emojmagicwand;1
1047;🧿;emojnazaramulet;1
1048;🎮;emojvideogame;1
1049;🕹;emojjoystick;1
1050;🎰;emojslotmachine;1
1051;🎲;emojgamedie;1
1052;🧩;emojpuzzlepiece;1
1053;🧸;emojteddybear;1
1054;🪅;emojpi–ata;1
1055;🪆;emojnestingdolls;1
1056;♠;emojspadesuit;1
1057;♥;emojheartsuit;1
1058;♦;emojdiamondsuit;1
1059;♣;emojclubsuit;1
1060;♟;emojchesspawn;1
1061;🃏;emojjoker;1
1062;🀄;emojmahjongreddragon;1
1063;🎴;emojflowerplayingcards;1
1064;🎭;emojperformingarts;1
1065;🖼;emojframedpicture;1
1066;🎨;emojartistpalette;1
1067;🧵;emojthread;1
1068;🪡;emojsewingneedle;1
1069;🧶;emojyarn;1
1070;🪢;emojknot;1
1071;👓;emojglasses;1
1072;🕶;emojsunglasses;1
1073;🥽;emojgoggles;1
1074;🥼;emojlabcoat;1
1075;🦺;emojsafetyvest;1
1076;👔;emojnecktie;1
1077;👕;emojtshirt;1
1078;👖;emojjeans;1
1079;🧣;emojscarf;1
1080;🧤;emojgloves;1
1081;🧥;emojcoat;1
1082;🧦;emojsocks;1
1083;👗;emojdress;1
1084;👘;emojkimono;1
1085;🥻;emojsari;1
1086;🩱;emojonepieceswimsuit;1
1087;🩲;emojbriefs;1
1088;🩳;emojshorts;1
1089;👙;emojbikini;1
1090;👚;emojwomansclothes;1
1091;👛;emojpurse;1
1092;👜;emojhandbag;1
1093;👝;emojclutchbag;1
1094;🛍;emojshoppingbags;1
1095;🎒;emojbackpack;1
1096;🩴;emojthongsandal;1
1097;👞;emojmansshoe;1
1098;👟;emojrunningshoe;1
1099;🥾;emojhikingboot;1
1100;🥿;emojflatshoe;1
1101;👠;emojhighheeledshoe;1
1102;👡;emojwomanssandal;1
1103;🩰;emojballetshoes;1
1104;👢;emojwomansboot;1
1105;👑;emojcrown;1
1106;👒;emojwomanshat;1
1107;🎩;emojtophat;1
1108;🎓;emojgraduationcap;1
1109;🧢;emojbilledcap;1
1110;🪖;emojmilitaryhelmet;1
1111;⛑;emojrescueworkershelmet;1
1112;📿;emojprayerbeads;1
1113;💄;emojlipstick;1
1114;💍;emojring;1
1115;💎;emojgemstone;1
1116;🔇;emojmutedspeaker;1
1117;🔈;emojspeakerlowvolume;1
1118;🔉;emojspeakermediumvolume;1
1119;🔊;emojspeakerhighvolume;1
1120;📢;emojloudspeaker;1
1121;📣;emojmegaphone;1
1122;📯;emojpostalhorn;1
1123;🔔;emojbell;1
1124;🔕;emojbellwithslash;1
1125;🎼;emojmusicalscore;1
1126;🎵;emojmusicalnote;1
1127;🎶;emojmusicalnotes;1
1128;🎙;emojstudiomicrophone;1
1129;🎚;emojlevelslider;1
1130;🎛;emojcontrolknobs;1
1131;🎤;emojmicrophone;1
1132;🎧;emojheadphone;1
1133;📻;emojradio;1
1134;🎷;emojsaxophone;1
1135;🪗;emojaccordion;1
1136;🎸;emojguitar;1
1137;🎹;emojmusicalkeyboard;1
1138;🎺;emojtrumpet;1
1139;🎻;emojviolin;1
1140;🪕;emojbanjo;1
1141;🥁;emojdrum;1
1142;🪘;emojlongdrum;1
1143;📱;emojmobilephone;1
1144;📲;emojmobilephonewitharrow;1
1145;☎;emojtelephone;1
1146;📞;emojtelephonereceiver;1
1147;📟;emojpager;1
1148;📠;emojfaxmachine;1
1149;🔋;emojbattery;1
1150;🔌;emojelectricplug;1
1151;💻;emojlaptop;1
1152;🖥;emojdesktopcomputer;1
1153;🖨;emojprinter;1
1154;⌨;emojkeyboard;1
1155;🖱;emojcomputermouse;1
1156;🖲;emojtrackball;1
1157;💽;emojcomputerdisk;1
1158;💾;emojfloppydisk;1
1159;💿;emojopticaldisk;1
1160;📀;emojdvd;1
1161;🧮;emojabacus;1
1162;🎥;emojmoviecamera;1
1163;🎞;emojfilmframes;1
1164;📽;emojfilmprojector;1
1165;🎬;emojclapperboard;1
1166;📺;emojtelevision;1
1167;📷;emojcamera;1
1168;📸;emojcamerawithflash;1
1169;📹;emojvideocamera;1
1170;📼;emojvideocassette;1
1171;🔍;emojmagnifyingglasstiltedleft;1
1172;🔎;emojmagnifyingglasstiltedright;1
1173;🕯;emojcandle;1
1174;💡;emojlightbulb;1
1175;🔦;emojflashlight;1
1176;🏮;emojredpaperlantern;1
1177;🪔;emojdiyalamp;1
1178;📔;emojnotebookwithdecorativecover;1
1179;📕;emojclosedbook;1
1180;📖;emojopenbook;1
1181;📗;emojgreenbook;1
1182;📘;emojbluebook;1
1183;📙;emojorangebook;1
1184;📚;emojbooks;1
1185;📓;emojnotebook;1
1186;📒;emojledger;1
1187;📃;emojpagewithcurl;1
1188;📜;emojscroll;1
1189;📄;emojpagefacingup;1
1190;📰;emojnewspaper;1
1191;🗞;emojrolledupnewspaper;1
1192;📑;emojbookmarktabs;1
1193;🔖;emojbookmark;1
1194;🏷;emojlabel;1
1195;💰;emojmoneybag;1
1196;🪙;emojcoin;1
1197;💴;emojyenbanknote;1
1198;💵;emojdollarbanknote;1
1199;💶;emojeurobanknote;1
1200;💷;emojpoundbanknote;1
1201;💸;emojmoneywithwings;1
1202;💳;emojcreditcard;1
1203;🧾;emojreceipt;1
1204;💹;emojchartincreasingwithyen;1
1205;✉;emojenvelope;1
1206;📧;emojemail;1
1207;📨;emojincomingenvelope;1
1208;📩;emojenvelopewitharrow;1
1209;📤;emojoutboxtray;1
1210;📥;emojinboxtray;1
1211;📦;emojpackage;1
1212;📫;emojclosedmailboxwithraisedflag;1
1213;📪;emojclosedmailboxwithloweredflag;1
1214;📬;emojopenmailboxwithraisedflag;1
1215;📭;emojopenmailboxwithloweredflag;1
1216;📮;emojpostbox;1
1217;🗳;emojballotboxwithballot;1
1218;✏;emojpencil;1
1219;✒;emojblacknib;1
1220;🖋;emojfountainpen;1
1221;🖊;emojpen;1
1222;🖌;emojpaintbrush;1
1223;🖍;emojcrayon;1
1224;📝;emojmemo;1
1225;💼;emojbriefcase;1
1226;📁;emojfilefolder;1
1227;📂;emojopenfilefolder;1
1228;🗂;emojcardindexdividers;1
1229;📅;emojcalendar;1
1230;📆;emojtearoffcalendar;1
1231;🗒;emojspiralnotepad;1
1232;🗓;emojspiralcalendar;1
1233;📇;emojcardindex;1
